# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ADGRL2	ADGRL2	NM_001366007.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRL2	ADGRL2	NM_001366008.1	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ADGRL2	ADGRL2	NM_001366009.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRL2	ADGRL2	NM_012302.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRL3	ADGRL3	NM_001322246.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRL3	ADGRL3	NM_001322402.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRL3	ADGRL3	NM_001371342.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRL3	ADGRL3	NM_001371343.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRL3	ADGRL3	NM_001371344.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRL3	ADGRL3	NM_001371345.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRL3	ADGRL3	NM_001371346.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRL3	ADGRL3	NM_015236.6	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRL3-AS1	ADGRL3-AS1	NR_110595.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADK	ADK	NM_001123.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADK	ADK	NM_001202449.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADK	ADK	NM_001202450.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADK	ADK	NM_001369123.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADK	ADK	NM_001369124.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADK	ADK	NM_006721.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADPRHL1	ADPRHL1	NM_138430.5	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ADPRHL1	ADPRHL1	NM_199162.3	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ADTRP	ADTRP	NM_001143948.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADTRP	ADTRP	NM_032744.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AEBP2	AEBP2	NM_001114176.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AEBP2	AEBP2	NM_001267043.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AEBP2	AEBP2	NM_001363736.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AEBP2	AEBP2	NM_153207.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFF1	AFF1	NM_001166693.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFF1-AS1	AFF1-AS1	NR_038841.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFF3	AFF3	NM_001025108.2	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AFF3	AFF3	NM_002285.3	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AFG3L1P	AFG3L1P	NR_003226.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AFG3L1P	AFG3L1P	NR_003227.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AFG3L1P	AFG3L1P	NR_003228.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGAP1	AGAP1	NM_001037131.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGAP1	AGAP1	NM_014914.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGBL1	AGBL1	NM_152336.4	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AGBL4	AGBL4	NM_001323573.2	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AGBL4	AGBL4	NM_001323574.2	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AGBL4	AGBL4	NM_001323575.2	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AGBL4	AGBL4	NM_032785.4	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AGBL4	AGBL4	NR_136623.2		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AGFG2	AGFG2	NM_006076.5	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AGMO	AGMO	NM_001004320.2	protein_coding	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1
AGO2	AGO2	NM_001164623.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGO2	AGO2	NM_012154.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGPAT3	AGPAT3	NM_001369878.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AGPAT3	AGPAT3	NM_001369881.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AGPAT3	AGPAT3	NM_020132.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AGPAT4	AGPAT4	NM_020133.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGRN	AGRN	NM_001305275.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AGRN	AGRN	NM_001364727.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AGRN	AGRN	NM_198576.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AGT	AGT	NM_000029.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AGTPBP1	AGTPBP1	NM_001286715.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGTPBP1	AGTPBP1	NM_001286717.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGTPBP1	AGTPBP1	NM_001330701.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGTPBP1	AGTPBP1	NM_015239.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGXT2	AGXT2	NM_001306173.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGXT2	AGXT2	NM_031900.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AHCTF1P1	AHCTF1P1	NR_077058.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AHCYL2	AHCYL2	NM_001130720.3	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
AHCYL2	AHCYL2	NM_001130722.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AHCYL2	AHCYL2	NM_001130723.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AHCYL2	AHCYL2	NM_015328.4	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
AHNAK	AHNAK	NM_001346445.2	protein_coding	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
AHNAK	AHNAK	NM_001346446.2	protein_coding	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
AHNAK	AHNAK	NM_001620.3	protein_coding	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
AHNAK	AHNAK	NM_024060.4	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
AHNAK2	AHNAK2	NM_001350929.2	protein_coding	0	2	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0
AHNAK2	AHNAK2	NM_138420.4	protein_coding	0	2	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0
AIF1L	AIF1L	NM_001185095.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AIF1L	AIF1L	NM_001185096.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AIF1L	AIF1L	NM_031426.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AIF1L	AIF1L	NR_033701.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AIPL1	AIPL1	NM_001033054.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AIPL1	AIPL1	NM_001033055.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AIPL1	AIPL1	NM_001285399.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AIPL1	AIPL1	NM_001285400.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AIPL1	AIPL1	NM_001285401.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AIPL1	AIPL1	NM_001285402.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AIPL1	AIPL1	NM_001285403.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AIPL1	AIPL1	NM_014336.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKAIN1	AKAIN1	NM_001145194.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKAIN1	AKAIN1	NM_001330553.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKAP10	AKAP10	NM_001330152.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AKAP10	AKAP10	NM_007202.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AKAP9	AKAP9	NM_005751.4	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AKAP9	AKAP9	NM_147185.3	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AKR1C6P	AKR1C6P	NR_026743.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKTIP	AKTIP	NM_001012398.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKTIP	AKTIP	NM_001308325.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKTIP	AKTIP	NM_022476.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALB	ALB	NM_000477.7	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALCAM	ALCAM	NM_001243280.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALCAM	ALCAM	NM_001243281.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALCAM	ALCAM	NM_001243283.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALCAM	ALCAM	NM_001627.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALDH1L1	ALDH1L1	NM_001270364.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH1L1	ALDH1L1	NM_001270365.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH1L1	ALDH1L1	NM_012190.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH1L1	ALDH1L1	NR_072979.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH3B1	ALDH3B1	NM_000694.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ALDH3B1	ALDH3B1	NM_001030010.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ALDH3B1	ALDH3B1	NM_001161473.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ALDH3B1	ALDH3B1	NM_001290058.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ALDH3B1	ALDH3B1	NM_001290059.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ALDH3B2	ALDH3B2	NM_001031615.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALDH4A1	ALDH4A1	NM_001319218.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH4A1	ALDH4A1	NM_003748.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH4A1	ALDH4A1	NM_170726.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALG6	ALG6	NM_013339.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALK	ALK	NM_004304.5	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ALKAL2	ALKAL2	NM_001002919.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ALMS1	ALMS1	NM_015120.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALOX12	ALOX12	NM_000697.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALOX12-AS1	ALOX12-AS1	NR_040089.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALX4	ALX4	NM_021926.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALYREF	ALYREF	NM_005782.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALYREF	ALYREF	NR_158770.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMN1	AMN1	NM_001113402.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AMN1	AMN1	NM_001278411.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AMN1	AMN1	NM_001278412.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AMN1	AMN1	NR_103522.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AMN1	AMN1	NR_103523.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AMZ1	AMZ1	NM_001284355.3	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AMZ1	AMZ1	NM_001321766.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AMZ1	AMZ1	NM_133463.3	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AMZ2	AMZ2	NM_001346471.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMZ2	AMZ2	NM_001346472.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMZ2	AMZ2	NM_001346473.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMZ2	AMZ2	NM_001346480.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMZ2	AMZ2	NM_001346481.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANAPC10	ANAPC10	NM_001256706.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANAPC10	ANAPC10	NM_001256707.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANAPC10	ANAPC10	NM_001256708.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANAPC10	ANAPC10	NM_001256709.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANAPC10	ANAPC10	NM_001256710.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANAPC10	ANAPC10	NM_001256711.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANAPC10	ANAPC10	NM_001256712.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANAPC10	ANAPC10	NM_001318367.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANAPC10	ANAPC10	NM_014885.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANAPC10	ANAPC10	NR_046345.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_001002244.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_001002245.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_001002246.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_001002247.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_001002248.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_001002249.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_001289414.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_001289415.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_001289416.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_001289417.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_001289418.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_001289419.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_001289420.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC11	ANAPC11	NM_016476.11	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANG	ANG	NM_001145.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANGPT1	ANGPT1	NM_001146.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANGPT1	ANGPT1	NM_001199859.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANGPT1	ANGPT1	NM_001314051.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANGPT4	ANGPT4	NM_001322809.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANGPT4	ANGPT4	NM_015985.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANGPTL4	ANGPTL4	NM_001039667.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANGPTL4	ANGPTL4	NM_139314.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANGPTL4	ANGPTL4	NR_104213.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANK3	ANK3	NM_001204403.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANK3	ANK3	NM_001204404.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKFN1	ANKFN1	NM_001365758.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKFN1	ANKFN1	NM_001370326.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKFN1	ANKFN1	NM_153228.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKFY1	ANKFY1	NM_001257999.2	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ANKFY1	ANKFY1	NM_001330063.2	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ANKFY1	ANKFY1	NM_016376.5	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ANKFY1	ANKFY1	NR_047571.3		0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ANKLE2	ANKLE2	NM_015114.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD11	ANKRD11	NM_001256182.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ANKRD11	ANKRD11	NM_001256183.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ANKRD11	ANKRD11	NM_013275.6	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ANKRD11	ANKRD11	NR_045839.2		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ANKRD18CP	ANKRD18CP	NR_136286.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD20A9P	ANKRD20A9P	NR_138091.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD26P1	ANKRD26P1	NR_026556.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ANKRD29	ANKRD29	NM_001308238.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD29	ANKRD29	NM_173505.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD30A	ANKRD30A	NM_052997.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ANKRD30BL	ANKRD30BL	NR_027020.3		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD30BL	ANKRD30BL	NR_152415.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD30BP2	ANKRD30BP2	NR_026916.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD36	ANKRD36	NM_001354587.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD42	ANKRD42	NM_001300972.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD42	ANKRD42	NM_001300973.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD42	ANKRD42	NM_001300975.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANKRD42	ANKRD42	NM_182603.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANKRD62P1-PARP4P3	ANKRD62P1-PARP4P3	NR_040115.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANO2	ANO2	NM_001278596.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANO2	ANO2	NM_001278597.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANO2	ANO2	NM_001364791.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANO3	ANO3	NM_001313726.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANO4	ANO4	NM_001286615.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANO4	ANO4	NM_178826.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANO9	ANO9	NM_001012302.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANO9	ANO9	NM_001347882.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANTXR2	ANTXR2	NM_001286780.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANTXR2	ANTXR2	NM_001286781.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANTXR2	ANTXR2	NM_058172.6	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANTXRLP1	ANTXRLP1	NR_103827.1		0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ANTXRLP1	ANTXRLP1	NR_103828.1		0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ANXA8L1	ANXA8L1	NM_001098845.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
